Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total
95,Call of Duty 4: Modern Warfare,call-of-duty-4-modern-warfare,Shooter,M,X360,Activision,Infinity Ward,,9.6,9.0,0.0,9.41,5.98,2.39,0.13,0.91,2007.0,,http://www.vgchartz.com/game/7316/call-of-duty-4-modern-warfare/?region=All,1,,/games/boxart/full_4481633AmericaFrontccc.jpg,9.41
96,Gran Turismo 2,gran-turismo-2,Racing,E,PS,Sony Computer Entertainment,Polyphony Digital,,9.2,,9.37,0.0,,,,,1999.0,,http://www.vgchartz.com/game/885/gran-turismo-2/?region=All,1,,/games/boxart/45196ccc.jpg,9.37
97,Wii Party,wii-party,Misc,E,Wii,Nintendo,"Nd Cube Co., Ltd.",,7.0,,9.32,0.0,,,,,2010.0,,http://www.vgchartz.com/game/45079/wii-party/?region=All,1,,/games/boxart/full_wii-party_1AmericaFront.jpg,9.32
98,Call of Duty: Black Ops IIII,call-of-duty-black-ops-iiii,Shooter,M,PS4,Activision,Treyarch,,,,0.0,9.32,4.05,3.28,0.5,1.49,2018.0,07th Nov 18,http://www.vgchartz.com/game/221291/call-of-duty-black-ops-iiii/?region=All,1,,/games/boxart/full_6532460AmericaFrontccc.jpg,9.32
99,Mario Party DS,mario-party-ds,Misc,E,DS,Nintendo,Hudson Soft,,7.1,,9.31,0.0,,,,,2007.0,,http://www.vgchartz.com/game/6973/mario-party-ds/?region=All,1,,/games/boxart/full_7340729AmericaFrontccc.jpg,9.31
100,Donkey Kong Country,donkey-kong-country,Platform,E,SNES,Nintendo,Rare Ltd.,,9.0,,9.3,0.0,,,,,1994.0,,http://www.vgchartz.com/game/3108/donkey-kong-country/?region=All,1,,/games/boxart/6431319ccc.jpg,9.3
101,FIFA 19,fifa-19,Sports,E,PS4,Electronic Arts,EA Sports,,,,0.0,9.15,0.84,6.87,0.1,1.34,2018.0,12th Sep 18,http://www.vgchartz.com/game/222165/fifa-19/?region=All,1,,/games/boxart/full_5970958AmericaFrontccc.jpg,9.15
102,Rust,rust,Action-Adventure,,PC,Facepunch Studios,Facepunch Studios,,6.1,,9.15,0.0,,,,,2018.0,19th Mar 18,http://www.vgchartz.com/game/76807/rust/?region=All,1,,/games/boxart/full_9200722AmericaFrontccc.jpg,9.15
103,Marvel's Spider-Man,marvels-spider-man,Action-Adventure,T,PS4,Sony Interactive Entertainment,Insomniac Games,,9.1,,9.0,0.0,,,,,2018.0,26th Sep 18,http://www.vgchartz.com/game/120133/marvels-spider-man/?region=All,1,8.0,/games/boxart/full_7960565AmericaFrontccc.jpg,9.0
104,Half-Life 2,half-life-2,Shooter,M,PC,VU Games,Valve Software,,9.7,,8.88,0.0,,,,,2004.0,,http://www.vgchartz.com/game/7279/half-life-2/?region=All,1,,/games/boxart/6354662ccc.jpg,8.88
105,The Elder Scrolls V: Skyrim,the-elder-scrolls-v-skyrim,Role-Playing,M,X360,Bethesda Softworks,Bethesda Game Studios,,9.3,,0.0,8.88,5.1,2.83,0.1,0.85,2011.0,01st Apr 18,http://www.vgchartz.com/game/49112/the-elder-scrolls-v-skyrim/?region=All,1,,/games/boxart/full_the-elder-scrolls-v-skyrim_554AmericaFront.jpg,8.88
106,Mario Party 8,mario-party-8,Misc,E,Wii,Nintendo,Hudson Soft,,6.5,,8.85,0.0,,,,,2007.0,,http://www.vgchartz.com/game/6091/mario-party-8/?region=All,1,,/games/boxart/full_7451822AmericaFrontccc.jpg,8.85
107,Super Mario Kart,super-mario-kart,Racing,E,SNES,Nintendo,Nintendo EAD,,10.0,,8.76,0.0,,,,,1992.0,,http://www.vgchartz.com/game/4435/super-mario-kart/?region=All,1,,/games/boxart/full_3980311AmericaFrontccc.jpg,8.76
108,Grand Theft Auto V,grand-theft-auto-v,Action,M,XOne,Rockstar Games,Rockstar North,,9.0,9.0,0.0,8.72,4.7,3.25,0.01,0.76,2014.0,11th Apr 18,http://www.vgchartz.com/game/73074/grand-theft-auto-v/?region=All,1,,/games/boxart/full_8047513AmericaFrontccc.jpg,8.72
109,Uncharted 4: A Thief's End,uncharted-4-a-thiefs-end,Action,T,PS4,Sony Interactive Entertainment,Naughty Dog,,9.2,,8.7,0.0,,,,,2016.0,23rd Sep 18,http://www.vgchartz.com/game/77189/uncharted-4-a-thiefs-end/?region=All,1,,/games/boxart/full_2804791AmericaFrontccc.jpg,8.7
110,Final Fantasy VIII,final-fantasy-viii,Role-Playing,T,PS,Square EA,SquareSoft,,9.4,,8.6,0.0,,,,,1999.0,,http://www.vgchartz.com/game/758/final-fantasy-viii/?region=All,1,,/games/boxart/1184295ccc.jpg,8.6
111,Final Fantasy X,final-fantasy-x,Role-Playing,T,PS2,Square,SquareSoft,,9.0,10.0,8.6,0.0,,,,,2001.0,,http://www.vgchartz.com/game/759/final-fantasy-x/?region=All,1,,/games/boxart/4912276ccc.jpg,8.6
112,Pokemon Black 2 and White 2,pokemon-black-2-and-white-2,Role-Playing,E,DS,Nintendo,Game Freak,,8.0,8.3,8.52,0.0,,,,,2012.0,25th Feb 18,http://www.vgchartz.com/game/70468/pokemon-black-2-and-white-2/?region=All,1,,/games/boxart/full_3674437AmericaFrontccc.png,8.52
113,Call of Duty: Infinite Warfare,call-of-duty-infinite-warfare,Shooter,M,PS4,Activision,Infinity Ward,,,,0.0,8.48,3.11,3.83,0.19,1.36,2016.0,14th Jan 18,http://www.vgchartz.com/game/108777/call-of-duty-infinite-warfare/?region=All,1,,/games/boxart/full_5706058AmericaFrontccc.jpg,8.48
114,Fallout 4,fallout-4,Role-Playing,M,PS4,Bethesda Softworks,Bethesda Game Studios,,8.6,,0.0,8.48,2.91,3.97,0.27,1.34,2015.0,24th Mar 18,http://www.vgchartz.com/game/85599/fallout-4/?region=All,1,,/games/boxart/full_2507140AmericaFrontccc.jpg,8.48
115,Mario Kart 8,mario-kart-8,Racing,E,WiiU,Nintendo,Nintendo,,8.8,,8.42,0.0,,,,,2014.0,01st Feb 18,http://www.vgchartz.com/game/71408/mario-kart-8/?region=All,1,,/games/boxart/full_638065AmericaFrontccc.jpg,8.42
116,Tekken 3,tekken-3,Fighting,T,PS,Namco,Namco,,9.6,,8.3,0.0,,,,,1998.0,,http://www.vgchartz.com/game/2344/tekken-3/?region=All,1,,/games/boxart/full_tekken-3_687AmericaFront.jpg,8.3
117,Pokemon: Ultra Sun and Ultra Moon,pokemon-ultra-sun-and-ultra-moon,Role-Playing,E,3DS,Nintendo,Game Freak,,8.1,,8.28,0.0,,,,,2017.0,03rd Aug 18,http://www.vgchartz.com/game/181292/pokemon-ultra-sun-and-ultra-moon/?region=All,1,,/games/boxart/full_9155401AmericaFrontccc.png,8.28
118,Splatoon 2,splatoon-2,Shooter,E10,NS,Nintendo,Nintendo EPD,,8.2,,8.27,0.0,,,,,2017.0,19th Nov 18,http://www.vgchartz.com/game/153120/splatoon-2/?region=All,1,,/games/boxart/full_7536933AmericaFrontccc.png,8.27
119,FIFA 16,fifa-16,Sports,E,PS4,EA Sports,EA Canada,,8.5,,0.0,8.22,1.15,5.77,0.07,1.23,2015.0,01st Apr 18,http://www.vgchartz.com/game/85616/fifa-16/?region=All,1,,/games/boxart/full_862315AmericaFrontccc.jpg,8.22
120,GoldenEye 007,goldeneye-007,Shooter,T,N64,Nintendo,Rare Ltd.,,9.8,,8.09,0.0,,,,,1997.0,,http://www.vgchartz.com/game/877/goldeneye-007/?region=All,1,,/games/boxart/2952086ccc.jpg,8.09
121,Star Wars Battlefront (2015),star-wars-battlefront-2015,Shooter,T,PS4,Electronic Arts,EA DICE,,7.1,,0.0,8.03,3.31,3.19,0.23,1.3,2015.0,24th Mar 18,http://www.vgchartz.com/game/83364/star-wars-battlefront-2015/?region=All,1,,/games/boxart/full_4873252AmericaFrontccc.jpg,8.03
122,FIFA 13,fifa-13,Sports,E,PS3,EA Sports,EA Canada,,,,0.0,8.01,1.07,5.13,0.13,1.68,2012.0,06th Apr 18,http://www.vgchartz.com/game/70738/fifa-13/?region=All,1,,/games/boxart/full_5731689AmericaFrontccc.jpg,8.01
123,Halo 2,halo-2,Shooter,M,XB,Microsoft Game Studios,Bungie Studios,,9.6,,8.0,0.0,,,,,2004.0,11th Oct 18,http://www.vgchartz.com/game/940/halo-2/?region=All,1,,/games/boxart/2840502ccc.jpg,8.0
124,The Sims 3,the-sims-3,Simulation,T,PC,Electronic Arts,EA Redwood Shores,,8.5,,0.0,7.96,1.01,6.46,,0.5,2009.0,,http://www.vgchartz.com/game/17805/the-sims-3/?region=All,1,8.8,/games/boxart/full_7487992AmericaFrontccc.jpg,7.96
125,Grand Theft Auto: Liberty City Stories,grand-theft-auto-liberty-city-stories,Action,M,PSP,Rockstar Games,Rockstar Leeds,,8.8,,0.0,7.72,2.9,2.83,0.24,1.74,2005.0,,http://www.vgchartz.com/game/5165/grand-theft-auto-liberty-city-stories/?region=All,1,,/games/boxart/1340019ccc.jpg,7.72
126,Pac-Man,pac-man,Puzzle,,2600,Atari,Atari,,,,7.7,0.0,,,,,1982.0,,http://www.vgchartz.com/game/19685/pac-man/?region=All,1,,/games/boxart/3878609ccc.jpg,7.7
127,Pokemon Platinum Version,pokemon-platinum-version,Role-Playing,E,DS,Nintendo,Game Freak,,8.3,8.9,7.6,0.0,,,,,2009.0,,http://www.vgchartz.com/game/23893/pokemon-platinum-version/?region=All,1,,/games/boxart/full_2423658AmericaFrontccc.jpg,7.6
128,The Legend of Zelda: Ocarina of Time,the-legend-of-zelda-ocarina-of-time,Adventure,E,N64,Nintendo,Nintendo EAD,,9.9,10.0,7.6,0.0,,,,,1998.0,,http://www.vgchartz.com/game/2399/the-legend-of-zelda-ocarina-of-time/?region=All,1,,/games/boxart/full_1349358AmericaFrontccc.jpg,7.6
129,Crash Bandicoot 2: Cortex Strikes Back,crash-bandicoot-2-cortex-strikes-back,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,,8.6,,0.0,7.58,3.78,2.17,1.31,0.31,1997.0,,http://www.vgchartz.com/game/407/crash-bandicoot-2-cortex-strikes-back/?region=All,1,,/games/boxart/full_7543191AmericaFrontccc.jpg,7.58
130,Call of Duty: Advanced Warfare,call-of-duty-advanced-warfare,Shooter,M,PS4,Activision,Sledgehammer Games,,8.5,,0.0,7.53,2.84,3.34,0.14,1.22,2014.0,04th Jan 18,http://www.vgchartz.com/game/81797/call-of-duty-advanced-warfare/?region=All,1,,/games/boxart/full_514368AmericaFrontccc.jpg,7.53
131,Call of Duty: World at War,call-of-duty-world-at-war,Shooter,M,X360,Activision,Treyarch,,8.5,7.8,0.0,7.5,4.88,1.91,,0.71,2008.0,,http://www.vgchartz.com/game/23992/call-of-duty-world-at-war/?region=All,1,8.8,/games/boxart/full_3557116AmericaFrontccc.jpg,7.5
132,Super Mario Bros. 2,super-mario-bros-2,Platform,,NES,Nintendo,Nintendo EAD,,,,7.46,0.0,,,,,1988.0,,http://www.vgchartz.com/game/6457/super-mario-bros-2/?region=All,1,,/games/boxart/2668604ccc.jpg,7.46
133,Super Mario Galaxy 2,super-mario-galaxy-2,Platform,E,Wii,Nintendo,Nintendo EAD Tokyo,,9.7,9.8,7.41,0.0,,,,,2010.0,,http://www.vgchartz.com/game/35084/super-mario-galaxy-2/?region=All,1,9.6,/games/boxart/full_903954AmericaFrontccc.jpg,7.41
134,Super Smash Bros. Melee,super-smash-bros-melee,Fighting,T,GC,Nintendo,HAL Laboratory,,9.2,,7.41,0.0,,,,,2001.0,,http://www.vgchartz.com/game/2291/super-smash-bros-melee/?region=All,1,,/games/boxart/full_404087AmericaFrontccc.jpg,7.41
135,Call of Duty: Black Ops 3,call-of-duty-black-ops-3,Shooter,M,XOne,Activision,Treyarch,,,,0.0,7.37,4.63,2.04,0.02,0.68,2015.0,14th Jan 18,http://www.vgchartz.com/game/85358/call-of-duty-black-ops-3/?region=All,1,,/games/boxart/full_8414457AmericaFrontccc.jpg,7.37
136,Battlefield 3,battlefield-3,Shooter,M,X360,Electronic Arts,Dice,,8.5,,0.0,7.35,4.47,2.12,0.06,0.69,2011.0,,http://www.vgchartz.com/game/40231/battlefield-3/?region=All,1,,/games/boxart/full_battlefield-3_439AmericaFront.jpg,7.35
137,The Legend of Zelda: Twilight Princess,the-legend-of-zelda-twilight-princess,Adventure,T,Wii,Nintendo,Nintendo EAD,,9.5,9.6,7.26,0.0,,,,,2006.0,,http://www.vgchartz.com/game/4573/the-legend-of-zelda-twilight-princess/?region=All,1,9.3,/games/boxart/full_2379938AmericaFrontccc.jpg,7.26
138,Battlefield 1,battlefield-1,Shooter,M,PS4,Electronic Arts,EA DICE,,,,0.0,7.26,2.2,3.65,0.29,1.12,2016.0,24th Mar 18,http://www.vgchartz.com/game/110843/battlefield-1/?region=All,1,,/games/boxart/full_9032449AmericaFrontccc.png,7.26
139,Battlefield 3,battlefield-3,Shooter,M,PS3,Electronic Arts,Dice,,8.5,,0.0,7.21,2.86,2.94,0.35,1.07,2011.0,,http://www.vgchartz.com/game/40230/battlefield-3/?region=All,1,,/games/boxart/full_battlefield-3_278AmericaFront.jpg,7.21
140,Need for Speed Underground,need-for-speed-underground,Racing,E,PS2,Electronic Arts,EA Black Box,,8.6,,0.0,7.2,3.27,2.83,0.08,1.02,2003.0,,http://www.vgchartz.com/game/5491/need-for-speed-underground/?region=All,1,,/games/boxart/9040231ccc.jpg,7.2
141,The Binding of Isaac,the-binding-of-isaac,Action,,PC,Edmund McMillen,Edmund McMillen,,8.3,,7.17,0.0,,,,,2011.0,01st Dec 18,http://www.vgchartz.com/game/53148/the-binding-of-isaac/?region=All,1,,/games/boxart/full_the-binding-of-isaac_366AmericaFront.jpg,7.17
142,Crash Bandicoot 3: Warped,crash-bandicoot-3-warped,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,,9.3,,0.0,7.13,3.68,1.75,1.42,0.28,1998.0,24th Sep 18,http://www.vgchartz.com/game/408/crash-bandicoot-3-warped/?region=All,1,,/games/boxart/8735469ccc.jpg,7.13
143,Pokemon Emerald Version,pokemon-emerald-version,Role-Playing,E,GBA,Nintendo,Game Freak,,7.7,,7.06,0.0,,,,,2005.0,,http://www.vgchartz.com/game/4023/pokemon-emerald-version/?region=All,1,,/games/boxart/4017681ccc.jpg,7.06
144,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,yokai-watch-2-bony-spirits,Role-Playing,E10,3DS,Nintendo,Level 5,,,,7.03,0.0,,,,,2016.0,26th Jan 19,http://www.vgchartz.com/game/81068/yokai-watch-2-bony-spirits-fleshy-souls-psychic-specters/?region=All,1,,/games/boxart/full_8088410AmericaFrontccc.png,7.03
145,Need for Speed Underground 2,need-for-speed-underground-2,Racing,E,PS2,Electronic Arts,EA Black Box,,8.3,,0.0,6.9,2.71,3.02,0.08,1.09,2004.0,,http://www.vgchartz.com/game/5494/need-for-speed-underground-2/?region=All,1,,/games/boxart/full_868897AmericaFrontccc.jpg,6.9
146,Just Dance 4,just-dance-4,Music,E10,Wii,Ubisoft,Ubisoft,,,,0.0,6.89,4.05,2.21,,0.62,2012.0,31st Jan 18,http://www.vgchartz.com/game/70917/just-dance-4/?region=All,1,,/games/boxart/full_9463304AmericaFrontccc.jpg,6.89
147,Mario Kart: Double Dash!!,mario-kart-double-dash,Racing,E,GC,Nintendo,Nintendo EAD,,8.5,,6.88,0.0,,,,,2003.0,,http://www.vgchartz.com/game/1255/mario-kart-double-dash/?region=All,1,,/games/boxart/7829386ccc.jpg,6.88
148,Uncharted 3: Drake's Deception,uncharted-3-drakes-deception,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,,9.3,6.3,0.0,6.84,2.77,2.81,0.19,1.06,2011.0,,http://www.vgchartz.com/game/49054/uncharted-3-drakes-deception/?region=All,1,,/games/boxart/full_uncharted-3-drakes-deception_174AmericaFront.jpg,6.84
149,Medal of Honor: Frontline,medal-of-honor-frontline,Shooter,T,PS2,Electronic Arts,EA Los Angeles,,9.0,,0.0,6.83,2.93,2.75,0.17,0.99,2002.0,,http://www.vgchartz.com/game/6334/medal-of-honor-frontline/?region=All,1,,/games/boxart/7583871ccc.jpg,6.83
150,Crash Bandicoot,crash-bandicoot,Platform,E,PS,Sony Computer Entertainment,Naughty Dog,,7.8,,6.82,0.0,,,,,1996.0,,http://www.vgchartz.com/game/406/crash-bandicoot/?region=All,1,,/games/boxart/full_5316597AmericaFrontccc.png,6.82
151,Zumba Fitness,zumba-fitness,Sports,E,Wii,Majesco,"Pipeworks Software, Inc.",,,,0.0,6.76,3.47,2.62,,0.67,2010.0,,http://www.vgchartz.com/game/47163/zumba-fitness/?region=All,1,,/games/boxart/full_zumba-fitness_1AmericaFront.jpg,6.76
152,Uncharted 2: Among Thieves,uncharted-2-among-thieves,Action,T,PS3,Sony Computer Entertainment,Naughty Dog,,9.5,9.6,0.0,6.74,3.28,2.22,0.21,1.02,2009.0,,http://www.vgchartz.com/game/28733/uncharted-2-among-thieves/?region=All,1,9.2,/games/boxart/full_2350454AmericaFrontccc.jpg,6.74
153,Call of Duty 4: Modern Warfare,call-of-duty-4-modern-warfare,Shooter,M,PS3,Activision,Infinity Ward,,9.5,9.6,0.0,6.72,3.13,2.27,0.28,1.04,2007.0,,http://www.vgchartz.com/game/7607/call-of-duty-4-modern-warfare/?region=All,1,,/games/boxart/full_75346AmericaFrontccc.jpg,6.72
154,FIFA Soccer 12,fifa-soccer-12,Sports,E,PS3,EA Sports,EA Canada,,9.2,,0.0,6.65,0.84,4.33,0.11,1.37,2011.0,,http://www.vgchartz.com/game/50884/fifa-soccer-12/?region=All,1,,/games/boxart/full_fifa-soccer-12_475AmericaFront.jpg,6.65
155,FIFA 14,fifa-14,Sports,E,PS3,EA Sports,EA Canada,,,,0.0,6.61,0.79,4.77,0.07,0.98,2013.0,15th Sep 18,http://www.vgchartz.com/game/72084/fifa-14/?region=All,1,,/games/boxart/full_6002851AmericaFrontccc.jpeg,6.61
156,Red Dead Redemption,red-dead-redemption,Action,M,PS3,Rockstar Games,Rockstar San Diego,,9.5,,0.0,6.57,2.82,2.58,0.17,1.0,2011.0,,http://www.vgchartz.com/game/31326/red-dead-redemption/?region=All,1,9.1,/games/boxart/full_7375558AmericaFrontccc.jpg,6.57
157,Donkey Kong Country Returns,donkey-kong-country-returns,Platform,E,Wii,Nintendo,Retro Studios,,8.6,,6.53,0.0,,,,,2010.0,,http://www.vgchartz.com/game/45674/donkey-kong-country-returns/?region=All,1,,/games/boxart/full_donkey-kong-country-returns_6AmericaFront.jpg,6.53
158,The Legend of Zelda,the-legend-of-zelda,Adventure,,NES,Nintendo,Nintendo EAD,,,,6.51,0.0,,,,,1987.0,,http://www.vgchartz.com/game/6925/the-legend-of-zelda/?region=All,1,,/games/boxart/full_3817175AmericaFrontccc.jpg,6.51
159,Assassin's Creed III,assassins-creed-iii,Action-Adventure,M,PS3,Ubisoft,Ubisoft Montreal,,8.8,,0.0,6.5,2.65,2.61,0.16,1.08,2012.0,12th Apr 18,http://www.vgchartz.com/game/70617/assassins-creed-iii/?region=All,1,,/games/boxart/full_7776699AmericaFrontccc.jpeg,6.5
160,Guild Wars,guild-wars,Role-Playing,T,PC,NCSoft,ArenaNet,,8.7,,6.5,0.0,,,,,2005.0,,http://www.vgchartz.com/game/7417/guild-wars/?region=All,1,,/games/boxart/7542120ccc.jpg,6.5
161,Red Dead Redemption,red-dead-redemption,Action,M,X360,Rockstar Games,Rockstar San Diego,,9.5,10.0,0.0,6.5,3.77,2.03,0.09,0.6,2010.0,,http://www.vgchartz.com/game/31325/red-dead-redemption/?region=All,1,9.1,/games/boxart/full_2634795AmericaFrontccc.jpg,6.5
162,The Elder Scrolls V: Skyrim,the-elder-scrolls-v-skyrim,Role-Playing,M,PS3,Bethesda Softworks,Bethesda Game Studios,,9.0,,0.0,6.49,2.57,2.68,0.25,0.99,2011.0,01st Apr 18,http://www.vgchartz.com/game/49113/the-elder-scrolls-v-skyrim/?region=All,1,,/games/boxart/full_the-elder-scrolls-v-skyrim_425AmericaFront.jpg,6.49
163,Final Fantasy XII,final-fantasy-xii,Role-Playing,T,PS2,Square Enix,Square Enix,,9.4,9.5,6.4,0.0,,,,,2006.0,,http://www.vgchartz.com/game/765/final-fantasy-xii/?region=All,1,,/games/boxart/full_5437540AmericaFrontccc.jpg,6.4
164,Tomodachi Life,tomodachi-life,Simulation,E,3DS,Nintendo,Nintendo,,7.8,,6.4,0.0,,,,,2014.0,05th Jan 18,http://www.vgchartz.com/game/81026/tomodachi-life/?region=All,1,,/games/boxart/full_6316001AmericaFrontccc.png,6.4
165,Pokemon Crystal Version,pokemon-crystal-version,Role-Playing,E,GBC,Nintendo,Game Freak,,8.7,,6.39,0.0,,,,,2001.0,06th Jan 18,http://www.vgchartz.com/game/4021/pokemon-crystal-version/?region=All,1,,/games/boxart/2989621ccc.jpg,6.39
166,Halo 3: ODST,halo-3-odst,Shooter,M,X360,Microsoft Game Studios,Bungie,,8.7,,0.0,6.35,4.34,1.34,0.06,0.61,2009.0,11th Oct 18,http://www.vgchartz.com/game/29077/halo-3-odst/?region=All,1,8.4,/games/boxart/full_8199541AmericaFrontccc.jpg,6.35
167,Minecraft,minecraft,Misc,E10,PS4,Sony Computer Entertainment,Mojang,,9.4,,0.0,6.33,1.89,3.13,0.35,0.96,2014.0,14th Sep 18,http://www.vgchartz.com/game/75586/minecraft/?region=All,1,,/games/boxart/full_6776646AmericaFrontccc.jpg,6.33
168,FIFA 15,fifa-15,Sports,E,PS4,EA Sports,EA Canada,,8.1,,0.0,6.32,0.83,4.49,0.05,0.94,2014.0,23rd Mar 18,http://www.vgchartz.com/game/82916/fifa-15/?region=All,1,,/games/boxart/full_189344AmericaFrontccc.jpg,6.32
169,Kingdom Hearts,kingdom-hearts,Role-Playing,E,PS2,Square EA,SquareSoft,,8.5,,6.3,0.0,,,,,2002.0,,http://www.vgchartz.com/game/1129/kingdom-hearts/?region=All,1,,/games/boxart/6663606ccc.jpg,6.3
170,Street Fighter II: The World Warrior,street-fighter-ii-the-world-warrior,Fighting,,SNES,Capcom,Capcom,,,,6.3,0.0,,,,,1992.0,,http://www.vgchartz.com/game/4386/street-fighter-ii-the-world-warrior/?region=All,1,,/games/boxart/1247493ccc.jpg,6.3
171,The Last of Us,the-last-of-us,Action-Adventure,M,PS3,Sony Computer Entertainment America,Naughty Dog,,9.5,,0.0,6.27,2.41,2.57,0.29,0.99,2013.0,24th Sep 18,http://www.vgchartz.com/game/70350/the-last-of-us/?region=All,1,,/games/boxart/full_2562877AmericaFrontccc.jpg,6.27
172,Driver,driver,Action,T,PS,GT Interactive,Reflections Interactive,,8.5,,0.0,6.27,3.11,2.8,0.02,0.33,1999.0,,http://www.vgchartz.com/game/590/driver/?region=All,1,,/games/boxart/7411582ccc.jpg,6.27
173,Call of Duty: WWII,call-of-duty-wwii,Shooter,M,XOne,Activision,Sledgehammer Games,,,,0.0,6.23,3.75,1.91,,0.57,2017.0,30th Dec 17,http://www.vgchartz.com/game/170598/call-of-duty-wwii/?region=All,1,,/games/boxart/full_9289123AmericaFrontccc.jpg,6.23
174,God of War (2018),god-of-war-2018,Action,M,PS4,Sony Interactive Entertainment,SIE Santa Monica Studio,,9.7,,0.0,6.15,2.83,2.17,0.13,1.02,2018.0,03rd Dec 18,http://www.vgchartz.com/game/120125/god-of-war-2018/?region=All,1,9.0,/games/boxart/full_3094030AmericaFrontccc.jpg,6.15
175,Big Brain Academy,big-brain-academy,Misc,E,DS,Nintendo,Nintendo EAD,,7.7,,6.15,0.0,,,,,2006.0,,http://www.vgchartz.com/game/193/big-brain-academy/?region=All,1,,/games/boxart/full_8805912AmericaFrontccc.jpg,6.15
176,Minecraft,minecraft,Misc,E10,PS3,Sony Computer Entertainment America,Mojang,,,,0.0,6.05,2.21,2.86,,0.99,2014.0,05th Aug 18,http://www.vgchartz.com/game/75585/minecraft/?region=All,1,,/games/boxart/full_6168598AmericaFrontccc.jpg,6.05
177,Metal Gear Solid 2: Sons of Liberty,metal-gear-solid-2-sons-of-liberty,Action,M,PS2,Konami,Konami Computer Entertainment Japan,,9.5,7.0,0.0,6.05,2.45,2.01,0.87,0.72,2001.0,,http://www.vgchartz.com/game/3774/metal-gear-solid-2-sons-of-liberty/?region=All,1,,/games/boxart/7540650ccc.jpg,6.05
178,Metal Gear Solid,metal-gear-solid,Action,M,PS,Konami,Konami Computer Entertainment Japan,,9.3,,6.0,0.0,,,,,1998.0,,http://www.vgchartz.com/game/1325/metal-gear-solid/?region=All,1,,/games/boxart/9272999ccc.jpg,6.0
179,Myst,myst,Adventure,E,PC,Broderbund,Cyan Worlds,,8.9,,6.0,0.0,,,,,1995.0,,http://www.vgchartz.com/game/6359/myst/?region=All,1,,/games/boxart/6809758ccc.jpg,6.0
180,Sonic the Hedgehog 2,sonic-the-hedgehog-2,Platform,,GEN,Sega,Sonic Team,,,,6.0,0.0,,,,,1992.0,,http://www.vgchartz.com/game/6428/sonic-the-hedgehog-2/?region=All,1,,/games/boxart/full_7789756AmericaFrontccc.jpg,6.0
181,Metal Gear Solid 4: Guns of the Patriots,metal-gear-solid-4-guns-of-the-patriots,Action,M,PS3,Konami,Kojima Productions,,9.3,9.8,0.0,6.0,2.63,1.72,0.83,0.81,2008.0,,http://www.vgchartz.com/game/6970/metal-gear-solid-4-guns-of-the-patriots/?region=All,1,9.5,/games/boxart/full_9894043AmericaFrontccc.jpg,6.0
182,Euro Truck Simulator 2,euro-truck-simulator-2,Simulation,,PC,SCS Software,SCS Software,,8.5,,5.98,0.0,,,,,2013.0,31st Dec 17,http://www.vgchartz.com/game/71076/euro-truck-simulator-2/?region=All,1,,/games/boxart/full_7497790PALFrontccc.jpg,5.98
183,Mario Kart: Super Circuit,mario-kart-super-circuit,Racing,E,GBA,Nintendo,Intelligent Systems,,9.3,,5.91,0.0,,,,,2001.0,,http://www.vgchartz.com/game/3715/mario-kart-super-circuit/?region=All,1,,/games/boxart/2658248ccc.jpg,5.91
184,Super Mario Sunshine,super-mario-sunshine,Platform,E,GC,Nintendo,Nintendo EAD,,9.2,,5.91,0.0,,,,,2002.0,,http://www.vgchartz.com/game/2281/super-mario-sunshine/?region=All,1,8.9,/games/boxart/full_7690529AmericaFrontccc.jpg,5.91
185,LittleBigPlanet,littlebigplanet,Platform,E,PS3,Sony Computer Entertainment,Media Molecule,,9.4,9.2,0.0,5.85,2.8,2.01,0.17,0.87,2008.0,,http://www.vgchartz.com/game/12390/littlebigplanet/?region=All,1,9.2,/games/boxart/full_2499488AmericaFrontccc.jpg,5.85
186,Age of Empires II: HD Edition,age-of-empires-ii-hd-edition,Strategy,,PC,Microsoft Studios,Hidden Path Entertainment,,,,5.82,0.0,,,,,2013.0,02nd Oct 18,http://www.vgchartz.com/game/220226/age-of-empires-ii-hd-edition/?region=All,1,,/games/boxart/full_7218098AmericaFrontccc.jpg,5.82
